"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MSTRG.12902|LCI15",842.142919516557,0.673698088111216,0.541627975952413,1.24383916271416,0.213558763660129,0.391653613541037
"MSTRG.12903",133.537786492096,0.845172749291481,0.551500381471922,1.53249712545214,0.125399806404365,0.263495390195163
"MSTRG.12939",271.847370998485,-0.328452940089321,0.187785367495703,-1.7490869734397,0.0802759866040561,0.187212503305161
"MSTRG.12906",136.420125551359,-0.29259541667156,0.224354930273515,-1.30416307907676,0.192177985356617,0.362356101778334
"MSTRG.12907",52.6215555348236,-0.505639515335199,0.513675459447267,-0.984355989829231,0.32494050910913,0.523473372351604
"MSTRG.12908",134.187371022615,-1.5561829200196,0.245976209396703,-6.3265586693786,2.50689012223389e-10,4.24435986829333e-09
"MSTRG.12915",420.329309560746,1.45626624016017,0.229834355695967,6.33615560106502,2.35568892056568e-10,4.00542700097895e-09
"MSTRG.12916",116.822747032719,-0.471612272477206,0.248603025792215,-1.89704960739852,0.057821391157389,0.14536841970974
"MSTRG.12918",243.25969144666,-0.104692519452056,0.280245788044256,-0.373573926597329,0.708721335252111,0.84920498853166
"MSTRG.12919",0,NA,NA,NA,NA,NA
"MSTRG.12922",0,NA,NA,NA,NA,NA
"MSTRG.12923",268.959850767776,1.40747629816037,0.347394115696894,4.05152601775331,5.08846664794661e-05,0.000342201534556071
"Cre16.g683953_4532.v6.1",2.42958625867641,-0.341879211258947,1.51166683068394,-0.226160423923747,0.821076650289581,0.9081942939055
"MSTRG.12904",53.570942754955,-0.0838750848609317,0.322207030240825,-0.26031426067346,0.79462137327291,0.899906724055615
"MSTRG.12905|MRPL63",11.6780603012441,-0.412047473571241,0.565672439537259,-0.728420627860731,0.466356139771103,0.663634972259308
"MSTRG.12909",129.486086397261,-0.944203046710852,0.226325270519742,-4.17188520107607,3.02089834499419e-05,0.000212882277875522
"MSTRG.12910",868.37262896276,-0.210235698154522,0.337404796837263,-0.623096352290222,0.533221206648286,0.719439085402227
"MSTRG.12911|SEC5",143.785895679072,-0.979705426645096,0.227155808578334,-4.31292262688165,1.61110512745259e-05,0.000119968849256399
"MSTRG.12912",38.4101785947641,-0.102327797517737,0.435881958688578,-0.234760341597085,0.814394750373019,0.904591117004818
"MSTRG.12913",7.29234105263265,0.795974348358092,0.708460442799861,1.12352687640876,0.261213792570135,0.450959968245117
"MSTRG.12914",422.652038130576,-0.0907944848853015,0.380993929252144,-0.238309531764778,0.811641029011117,0.90416668280154
"MSTRG.12917",49.1173517821887,-1.94380514767005,0.358924469013891,-5.41563842947365,6.10704016282909e-08,7.14420342227055e-07
"MSTRG.12920",148.508426035787,0.797881959416664,0.23286592309443,3.42635774618303,0.000611734097488192,0.00316168682765516
"MSTRG.12921",153.863433564179,-0.251098271297779,0.213133550711492,-1.17812643978178,0.238746202844537,0.423614635359648
"MSTRG.12924|SRP1",222.495160938373,-0.23361995833301,0.275713727594732,-0.847327988965441,0.396812330124832,0.598395512927181
"MSTRG.12935",65.9299190581286,-0.103458095160553,0.344579513340602,-0.300244475237532,0.763990682708684,0.882620667356662
"MSTRG.12926",1.62401246217624,-4.14430453868011,2.43661954688504,-1.70084186674861,0.0889726852154926,0.202706756886773
"MSTRG.12927",8.73208934830507,-0.593258931192111,0.738845229634054,-0.802954268901418,0.422001167242868,0.622795554026973
"MSTRG.12928|CGL67",210.406101874786,-0.0555884916714546,0.207907822329505,-0.267370852373965,0.789183639204067,0.897007327952117
"MSTRG.12928",98.4745558453119,-0.615590353692181,0.266848030028607,-2.30689487805545,0.0210606811443164,0.0641299959456699
"MSTRG.12929",6.14728456145263,0.389104893737362,0.762654361365479,0.510198214877704,0.609912602690921,0.778451393511581
"MSTRG.12930",128.04353402069,0.315182850537516,0.243800338307691,1.29279086618713,0.196083400287825,0.368044143775189
"MSTRG.12931",794.742910594502,-0.0447839301125269,0.214219658338244,-0.209056117724802,0.834404430724182,0.91574676312453
"MSTRG.12932",73.8080131677919,0.658887108689748,0.309577149483593,2.12834542145258,0.0333084547459472,0.0933435243347557
"MSTRG.12933|AGP2",381.014373545098,1.35532334189625,0.243176198158634,5.57342105090446,2.49784878079954e-08,3.11946582224282e-07
"MSTRG.12934",343.009497327265,1.81781417578085,0.245131046773852,7.41568316092533,1.20999454012042e-13,3.15870167468546e-12
"MSTRG.12936",47.0311691773873,-0.50215869293977,0.323207620234127,-1.55367219552563,0.120262628595239,0.255708876475473
"MSTRG.12937",256.529818290027,0.0540451263261452,0.193659363692044,0.279073137987211,0.780188697267529,0.890475978832592
"MSTRG.12938",60.6509761594026,0.82874462828335,0.443506557022417,1.86861865999754,0.0616758877810348,0.152729480364936
