"","SRR066643","SRR066644","SRR066645","SRR066646","SRR066647","SRR066648"
"MSTRG.3481|CGL92",94,89.1886057334799,173.299592694634,68.8004748085816,65.9521296829582,71.8571167979056
"Cre03.g208833_4532.v6.1",38,50.2871925944089,21.1340966700773,9.9871656980199,6.69079576493779,9.4548837891981
"MSTRG.3483",8,4.74407477305744,10.5670483350386,56.5939389554461,59.2613339180204,82.2574889660235
"MSTRG.3482",223,224.869144242923,173.299592694634,243.021031985151,240.86864753776,216.516838772637
"MSTRG.3474",446,514.257705399427,444.872734905127,468.287102729378,455.929939982189,384.813770220363
"MSTRG.3475|SNRK2E",175,172.684321739291,155.335610525068,172.001187021454,164.402410224186,159.787536037448
"MSTRG.3484",39,32.2597084567906,45.4383078406662,44.3874031023107,35.3656347575283,51.0563724616697
"MSTRG.3488",5,9.48814954611488,4.22681933401546,0,0,0
"MSTRG.3489",43,59.7753421405238,58.1187658427125,59.9229941881194,57.349677985181,47.2744189459905
"MSTRG.3485",111,112.908979598767,59.1754706762164,73.2392151188126,86.9803449441912,87.9304192395423
"MSTRG.3486|ISA3",592,415.580950119832,327.578498386198,968.755072707931,954.872138453264,957.779727845768
"MSTRG.3487",14,18.0274841376183,14.7938676690541,7.76779554290437,9.55827966419684,9.4548837891981
"MSTRG.3497",6,7.59051963689191,4.22681933401546,7.76779554290437,12.4257635634559,9.4548837891981
"MSTRG.3496",19,18.0274841376183,15.850572502558,31.0711821716175,34.4098067911086,27.4191629886745
"MSTRG.3495",127,126.192388963328,129.974694520975,228.5951259769,238.001163638501,244.881490140231
"MSTRG.3490",0,0,0,0,0,0
"MSTRG.3493",487,431.710804348227,613.945508265745,422.790014549509,415.785165392562,456.670887018268
"MSTRG.3491",122,112.908979598767,159.562429859083,156.465595935645,145.285850895792,156.951070900688
"MSTRG.3492|EGY1",1037,795.106931964427,1206.75691986141,348.441114353139,325.937336549112,302.556281254339
"MSTRG.3494",30,41.7478580029055,25.3609160040927,4.43874031023107,8.60245169777716,3.78195351567924
"MSTRG.3516",13,17.0786691830068,2.11340966700773,16.6452761633665,5.7349677985181,9.4548837891981
"MSTRG.3511",43,41.7478580029055,27.4743256711005,32.1808672491752,24.8515271269118,33.0920932621934
"MSTRG.3512",82,76.8540113235305,84.5363866803091,61.0326792656772,70.7312695150566,75.6390703135848
"MSTRG.3513",21,20.8739290014527,44.3816030071623,41.0583478696374,43.0122584888858,51.0563724616697
"MSTRG.3515",88,102.472015098041,47.5517175076739,44.3874031023107,56.3938500187613,81.3120005871037
"MSTRG.3514",28,44.5943028667399,42.2681933401546,38.8389777145218,27.7190110261708,34.0375816411132
"MSTRG.3498",23,23.7203738652872,31.7011450051159,23.3033866287131,21.028215261233,26.4736746097547
"MSTRG.3500",33,14.2322243191723,30.6444401716121,34.4002374042908,50.6588822202432,41.6014886724716
"MSTRG.3501",72,87.2909758242569,84.5363866803091,54.3745688003306,49.7030542538236,63.3477213876273
"MSTRG.3503",258,193.558250740744,319.124859718167,108.749137600661,108.008560205424,116.295070607137
"MSTRG.3504",0,2.84644486383446,0,0,0,0
"MSTRG.3506",9,16.1298542283953,12.6804580020464,0,0,0
"MSTRG.3507",29,42.696672957517,66.5724045107435,25.5227567838286,22.9398711940724,18.9097675783962
"MSTRG.3509",317,234.357293789038,252.552455207424,524.881041684824,587.834199348106,596.6031670984
"MSTRG.3499",45,41.7478580029055,61.2888803432241,46.6067732574262,54.482194085922,66.1841865243867
"MSTRG.3500|FAP350",152,164.144987147787,176.469707195145,175.330242254127,167.269894123445,168.296931447726
"MSTRG.3502",22,39.8502280936825,13.7371628355502,0,0,0
"MSTRG.3505",14,23.7203738652872,11.6237531685425,0,0,0
"MSTRG.3508",315,73.0587515050846,150.052086357549,550.403798468652,590.701683247365,737.480935557452
"MSTRG.3510",33,27.5156336837332,24.3042111705889,56.5939389554461,64.0404737501188,59.565767871948
"MSTRG.3532|RAA7",36,32.2597084567906,38.0413740061391,38.8389777145218,49.7030542538236,44.4379538092311
"MSTRG.3533",188,216.329809651419,145.825267023533,163.123706400992,166.314066157025,168.296931447726
"MSTRG.3534",8,5.69288972766893,0,7.76779554290437,8.60245169777716,0
"MSTRG.3535|DEG4",97,69.2634916866386,108.840597850898,115.407248066008,132.860087332336,175.860838479085
"MSTRG.3536",88,102.472015098041,113.067417184913,73.2392151188126,62.1288178172795,79.421023829264
"MSTRG.3519|UBC34",154,164.144987147787,224.021424702819,310.711821716175,288.660045858745,276.082606644585
"MSTRG.3520",47,28.4644486383446,54.9486513422009,66.581104653466,57.349677985181,63.3477213876273
"MSTRG.3517",157,89.1886057334799,168.016068527114,368.415445749179,435.857552687376,386.704746978202
"MSTRG.3518",11,21.8227439560642,10.5670483350386,16.6452761633665,15.2932474627149,14.1823256837972
"MSTRG.3521",192,377.628351935372,192.320279697703,57.7036240330039,49.7030542538236,61.4567446297877
"MSTRG.3522",83,79.700456187365,115.180826851921,65.4714195759083,75.510409347155,77.5300470714244
"MSTRG.3523|MOT28",9,9.48814954611488,0,0,6.69079576493779,7.56390703135848
"MSTRG.3524",317,378.577166889984,261.006093875454,427.22875485974,492.251402706137,513.400189753457
"MSTRG.3525",57,46.4919327759629,71.8559286782628,54.3745688003306,57.349677985181,60.5112562508678
"MSTRG.3526",1,1.89762990922298,3.17011450051159,2.21937015511553,0.955827966419684,0.94548837891981
"MSTRG.3527",214,277.053966746555,164.845954026603,116.516933143566,121.3901517353,126.695442775255
"MSTRG.3528|GIT2",41,50.2871925944089,14.7938676690541,28.8518120165019,26.7631830597511,26.4736746097547
"MSTRG.3528|MMP8",58,26.5668187291217,87.7065011808207,35.5099224818485,21.9840432276527,18.9097675783962
"MSTRG.3529",46,25.6180037745102,27.4743256711005,52.1551986452151,62.1288178172795,61.4567446297877
"MSTRG.3530",25,23.7203738652872,29.5877353381082,28.8518120165019,26.7631830597511,26.4736746097547
"Cre03.g800417_4532.v6.1",0,3.79525981844595,5.28352416751932,0,0,0
"Cre03.g199087_4532.v6.1",10,5.69288972766893,8.45363866803091,8.87748062046214,8.60245169777716,8.50939541027829
"Cre03.g800419_4532.v6.1",0,0,0,0,0,0
"Cre03.g800420_4532.v6.1",0,0,0,0,0,0
"Cre03.g800421_4532.v6.1",5,3.79525981844595,8.45363866803091,4.43874031023107,3.82331186567874,4.72744189459905
"MSTRG.3552",0,0,0,0,0,0
"MSTRG.3551",35,23.7203738652872,58.1187658427125,87.6651211270636,83.1570330785125,82.2574889660235
"Cre03.g800424_4532.v6.1",0,0,0,0,0,0
"MSTRG.3553",13,6.64170468228042,19.0206870030696,31.0711821716175,30.5864949254299,30.2556281254339
"MSTRG.3554",25,13.2834093645608,39.098078839643,63.2520494207927,63.0846457836991,59.565767871948
"MSTRG.3555",184,166.04261705701,146.881971857037,148.697800392741,136.683399198015,141.823256837972
"MSTRG.3556",83,92.0350505973144,114.124122018417,104.31039729043,114.699355970362,109.676651954698
"MSTRG.3557",318,407.99043048294,303.274287215609,210.840164735976,199.768044981714,177.751815236924
"MSTRG.3558",335,357.703237888531,198.660508698726,215.278905046207,246.603615336278,244.881490140231
"MSTRG.3559",38,40.799043048294,34.8712595056275,11.0968507755777,12.4257635634559,13.2368373048773
"MSTRG.3560",15,21.8227439560642,24.3042111705889,19.9743313960398,14.3374194962953,18.9097675783962
"MSTRG.3563",0,1.89762990922298,4.22681933401546,3.3290552326733,4.77913983209842,6.61841865243867
"MSTRG.3561",169,137.578168418666,160.619134692587,43.2777180247529,47.7913983209842,48.2199073249103
"MSTRG.3562",9,10.4369645007264,11.6237531685425,0,0,0
"MSTRG.3564",10,6.64170468228042,15.850572502558,13.3162209306932,15.2932474627149,19.855255957316
"MSTRG.3537",255,312.16012006718,476.573879910243,243.021031985151,229.398711940724,195.716094436401
"MSTRG.3539",31,37.003783229848,42.2681933401546,45.4970881798684,40.1447745896267,32.1466048832735
"MSTRG.3543",99,108.16490482571,117.294236518929,90.9941763597369,74.5545813807353,96.4398146498206
"MSTRG.3546",0,0.948814954611488,0,0,1.91165593283937,0
"MSTRG.3549|VPS16",182,174.581951648514,175.413002361641,183.098037797032,169.181550056284,167.351443068806
"MSTRG.3538",81,86.3421608696454,83.4796818468053,105.420082367988,130.948431399497,133.313861427693
"MSTRG.3540",35,27.5156336837332,43.3248981736584,36.6196075594063,35.3656347575283,19.855255957316
"MSTRG.3541",55,67.3658617774157,64.4589948437357,63.2520494207927,70.7312695150566,87.9304192395423
"MSTRG.3542",265,302.671970521065,194.433689364711,220.827330433996,190.209765317517,200.443536331
"MSTRG.3544",581,778.02826278142,385.69726422891,923.257984528062,833.481986717964,794.21023829264
"MSTRG.3545",1222,1451.68688055558,887.632060143246,902.173968054465,823.923707053768,773.409493956405
"MSTRG.3547",865,744.819739370018,513.558549082878,274.092214156768,276.234282295289,315.793118559217
"MSTRG.3548|PYR4",160,142.322243191723,162.732544359595,174.220557176569,166.314066157025,184.370233889363
