Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
results | qc | raw | SRR066643	(0.0, 0.028052919966133995)	(1.0, 0.015816127031721736)	(2.0, 0.0029531726733384683)	(3.0, 0.0013433605017817843)	(4.0, 0.0003597097541961142)	(5.0, 0.00027755382268218685)	(6.0, 0.00018651616884242958)	(7.0, 0.00016653229360931213)	(8.0, 0.00015543014070202465)	(9.0, 0.0001310054043059922)	(10.0, 0.00010436023732850227)	(11.0, 0.00010436023732850227)	(12.0, 0.00010658066790995975)	(13.0, 9.991937616558729e-05)	(14.0, 0.0001310054043059922)	(15.0, 0.0001820753076795146)	(16.0, 0.00019539789116825956)	(17.0, 0.00015765057128348215)	(18.0, 0.00012656454314307722)	(19.0, 0.0001820753076795146)	(20.0, 0.0002309247804715795)	(21.0, 0.00024424736396032445)	(22.0, 0.0003019785590782193)	(23.0, 0.0003574893236146567)	(24.0, 0.00036859147652194417)	(25.0, 0.00043298396338421156)	(26.0, 0.0005573280759458313)	(27.0, 0.0006883334802518235)	(28.0, 0.0007593872588584633)	(29.0, 0.0009481238582823504)	(30.0, 0.0016875272419076962)	(31.0, 0.006492539020181715)	(32.0, 0.010746884014254275)	(33.0, 0.01899578362436887)	(34.0, 0.028776780335689135)	(35.0, 0.0410446592982418)	(36.0, 0.05178044115958879)	(37.0, 0.06072211511111812)	(38.0, 0.08511798590959162)	(39.0, 0.1257829515784042)	(40.0, 0.1509937204002726)	(41.0, 0.17885124247523831)	(42.0, 0.26618521810512447)	(43.0, 0.4010852576509931)	(44.0, 0.47650884364194135)	(45.0, 0.6057401239133491)	(46.0, 0.8571816829575958)	(47.0, 1.0941349324578324)	(48.0, 1.20887790318523)	(49.0, 1.3719663089627014)	(50.0, 1.707420079486974)	(51.0, 2.02999091177763)	(52.0, 2.1801963793214854)	(53.0, 2.377905738725042)	(54.0, 2.7479937854588887)	(55.0, 3.1353234756577524)	(56.0, 3.350274478526327)	(57.0, 3.575679268572403)	(58.0, 4.004053618069508)	(59.0, 4.3227542398566845)	(60.0, 4.438485302192831)	(61.0, 4.494147056008807)	(62.0, 4.6211112766565465)	(63.0, 4.673597814741039)	(64.0, 4.654781885993768)	(65.0, 4.561774710228258)	(66.0, 4.313335173330142)	(67.0, 3.952484117815158)	(68.0, 3.7470654234327814)	(69.0, 3.5270407366855765)	(70.0, 3.0590960937963168)	(71.0, 2.5870192295949646)	(72.0, 2.3628623215356677)	(73.0, 2.1599593750020816)	(74.0, 1.772554190163448)	(75.0, 1.4315315797408803)	(76.0, 1.27501120762336)	(77.0, 1.1521769878571313)	(78.0, 0.9211212019812459)	(79.0, 0.7207495463105215)	(80.0, 0.6285994567494539)	(81.0, 0.5576877857000274)	(82.0, 0.43028614022774064)	(83.0, 0.3262012362913391)	(84.0, 0.27860630677779774)	(85.0, 0.23998635767450752)	(86.0, 0.1696786437432374)	(87.0, 0.11508713746752343)	(88.0, 0.09218339601978937)	(89.0, 0.0748484944703507)	(90.0, 0.04656687015432659)	(91.0, 0.027933016714735286)	(92.0, 0.02024588604172944)	(93.0, 0.015491944166828942)	(94.0, 0.007875867272429735)	(95.0, 0.003761409404988997)	(96.0, 0.0025090865570469695)	(97.0, 0.001820753076795146)	(98.0, 0.0011701669164281)	(99.0, 0.001592048726905024)	(100.0, 0.0019761832174971707)
results | qc | raw | SRR066644	(0.0, 0.006427159865928134)	(1.0, 0.0034267255407627035)	(2.0, 0.00029922364171731746)	(3.0, 0.00013936443586833963)	(4.0, 0.00010657280389931854)	(5.0, 9.632541890899946e-05)	(6.0, 9.427594191093564e-05)	(7.0, 0.00010247384990319091)	(8.0, 0.00010247384990319091)	(9.0, 9.427594191093564e-05)	(10.0, 0.00010247384990319091)	(11.0, 0.00010042437290512709)	(12.0, 8.197907992255273e-05)	(13.0, 0.00010452332690125471)	(14.0, 0.00011067175789544619)	(15.0, 9.222646491287181e-05)	(16.0, 9.0176987914808e-05)	(17.0, 9.632541890899946e-05)	(18.0, 0.00011272123489350999)	(19.0, 0.00011886966588770144)	(20.0, 0.00011477071189157381)	(21.0, 0.0001373149588702758)	(22.0, 0.00018445292982574362)	(23.0, 0.00018650240682380745)	(24.0, 0.00016395815984510546)	(25.0, 0.00021109613080057328)	(26.0, 0.0002725804407424878)	(27.0, 0.0003627574286572958)	(28.0, 0.00043858807758565704)	(29.0, 0.0004918744795353164)	(30.0, 0.0008095434142352081)	(31.0, 0.0023487006397811356)	(32.0, 0.00362347533257683)	(33.0, 0.006164826810175965)	(34.0, 0.010306819823262942)	(35.0, 0.01662535740829369)	(36.0, 0.0213432534578366)	(37.0, 0.028307376297257457)	(38.0, 0.04627104218528682)	(39.0, 0.07615446629405535)	(40.0, 0.09503834735421537)	(41.0, 0.119529597481078)	(42.0, 0.1854510251238007)	(43.0, 0.2876830367412201)	(44.0, 0.3484848708427794)	(45.0, 0.44001246409931144)	(46.0, 0.6393404979770022)	(47.0, 0.8786845702418892)	(48.0, 1.0102282018856172)	(49.0, 1.1753094751256616)	(50.0, 1.5120631396315236)	(51.0, 1.8599905527308298)	(52.0, 2.036245574564318)	(53.0, 2.263741620303398)	(54.0, 2.711728599402176)	(55.0, 3.1977026346600663)	(56.0, 3.4631857365582595)	(57.0, 3.7031938393705186)	(58.0, 4.182341066747859)	(59.0, 4.549816391454698)	(60.0, 4.678152591596456)	(61.0, 4.742485674565679)	(62.0, 4.867735362348353)	(63.0, 4.88595521286114)	(64.0, 4.843258458560476)	(65.0, 4.730861041032661)	(66.0, 4.439863999985572)	(67.0, 4.034352431671667)	(68.0, 3.807440486877035)	(69.0, 3.5753782063862682)	(70.0, 3.079665056433579)	(71.0, 2.5890100157121103)	(72.0, 2.362005844452566)	(73.0, 2.151825829870127)	(74.0, 1.7557357073163213)	(75.0, 1.4144014617197866)	(76.0, 1.258977324094619)	(77.0, 1.1386197379063232)	(78.0, 0.9138884366376313)	(79.0, 0.7209609194248938)	(80.0, 0.6324071172925524)	(81.0, 0.5611509010238696)	(82.0, 0.43432106647568813)	(83.0, 0.3329231919964808)	(84.0, 0.28709893579677187)	(85.0, 0.24893972356982166)	(86.0, 0.17888450082200424)	(87.0, 0.12269808892008466)	(88.0, 0.09840768753903228)	(89.0, 0.08130480199018973)	(90.0, 0.05164067192021403)	(91.0, 0.03116434723255842)	(92.0, 0.02324926706603595)	(93.0, 0.0176275516603469)	(94.0, 0.008982857682513714)	(95.0, 0.00439612816084689)	(96.0, 0.002832377211324197)	(97.0, 0.001994141119116095)	(98.0, 0.0008812751091674417)	(99.0, 0.0009796500050745051)	(100.0, 0.00135265481872212)
results | qc | raw | SRR066645	(0.0, 0.008361517650416067)	(1.0, 0.004450349318722708)	(2.0, 0.00037279310431326046)	(3.0, 0.00017902493709958834)	(4.0, 0.00015164465260200424)	(5.0, 0.00013058289529617033)	(6.0, 0.00010320261079858622)	(7.0, 0.00011373348945150319)	(8.0, 0.00013058289529617033)	(9.0, 0.00012426436810442014)	(10.0, 0.00011583966518208658)	(11.0, 0.00013058289529617033)	(12.0, 0.00014743230114083747)	(13.0, 0.00012847671956558695)	(14.0, 0.00013268907102675372)	(15.0, 0.00015585700406317105)	(16.0, 0.00015585700406317105)	(17.0, 0.00015585700406317105)	(18.0, 0.000166387882716088)	(19.0, 0.00020219287013600567)	(20.0, 0.00022746697890300638)	(21.0, 0.00022536080317242302)	(22.0, 0.00023799785755592335)	(23.0, 0.0002590596148617573)	(24.0, 0.00026537814205350745)	(25.0, 0.0002716966692452576)	(26.0, 0.00029275842655109154)	(27.0, 0.0003390942926239262)	(28.0, 0.00037068692858267707)	(29.0, 0.0005033759996094308)	(30.0, 0.0009203987942649425)	(31.0, 0.002038778107204724)	(32.0, 0.002872823696515747)	(33.0, 0.0045977816198635455)	(34.0, 0.00784761077215372)	(35.0, 0.013370003537743376)	(36.0, 0.01736752507439065)	(37.0, 0.025665857452889216)	(38.0, 0.045327007897885185)	(39.0, 0.07426375626037042)	(40.0, 0.09183768655635824)	(41.0, 0.11693066421052878)	(42.0, 0.18597742318624413)	(43.0, 0.2897402767291655)	(44.0, 0.3495493489505421)	(45.0, 0.4396999887467031)	(46.0, 0.6397740460977418)	(47.0, 0.8956596541335099)	(48.0, 1.0416218446144)	(49.0, 1.215756241667574)	(50.0, 1.5608805154081604)	(51.0, 1.9221633693537825)	(52.0, 2.112456346611992)	(53.0, 2.349131525809109)	(54.0, 2.8356539072224116)	(55.0, 3.349920941534689)	(56.0, 3.614340773630781)	(57.0, 3.8734846355217614)	(58.0, 4.386881819257308)	(59.0, 4.761138715703324)	(60.0, 4.8811422903047745)	(61.0, 4.913897535266807)	(62.0, 4.9761434528084685)	(63.0, 4.915807836654446)	(64.0, 4.825981547920795)	(65.0, 4.6953986526246245)	(66.0, 4.36363806389459)	(67.0, 3.911273640479889)	(68.0, 3.6600869104990523)	(69.0, 3.421223414717859)	(70.0, 2.9188120435930354)	(71.0, 2.4343558205714353)	(72.0, 2.2134474728934657)	(73.0, 2.012922693936082)	(74.0, 1.6430992974029441)	(75.0, 1.326846480577195)	(76.0, 1.1798922813272)	(77.0, 1.065535363859444)	(78.0, 0.8520512856317808)	(79.0, 0.670212497756133)	(80.0, 0.5875008706403926)	(81.0, 0.5206761270604428)	(82.0, 0.4024543771270664)	(83.0, 0.30610947450725967)	(84.0, 0.2611615782408795)	(85.0, 0.22836631593996548)	(86.0, 0.1649030288260267)	(87.0, 0.11193902772904613)	(88.0, 0.08964305144509034)	(89.0, 0.07369930116457406)	(90.0, 0.046230557286305464)	(91.0, 0.027234958372173844)	(92.0, 0.019764353055794555)	(93.0, 0.014945422984219752)	(94.0, 0.007607506738867214)	(95.0, 0.0036373654867175188)	(96.0, 0.002186210408345561)	(97.0, 0.0016091182581657118)	(98.0, 0.000772966493124105)	(99.0, 0.0009435667273013598)	(100.0, 0.0013732265763403719)
results | qc | raw | SRR066646	(0.0, 0.2745973291781867)	(1.0, 0.13999887024414337)	(2.0, 0.0037955721000231747)	(3.0, 0.0017470670236683851)	(4.0, 0.0013034011573905087)	(5.0, 0.0010720156099058742)	(6.0, 0.0007663319508436052)	(7.0, 0.000670805807386646)	(8.0, 0.0006495777755073218)	(9.0, 0.000575279663929687)	(10.0, 0.0004924903396003225)	(11.0, 0.0005434376161107006)	(12.0, 0.0006028761053728085)	(13.0, 0.0007811915731591321)	(14.0, 0.0012142434234973468)	(15.0, 0.0017619266459839122)	(16.0, 0.0020548734859185866)	(17.0, 0.0026152935275327465)	(18.0, 0.0035854145844178647)	(19.0, 0.004330518503382145)	(20.0, 0.004665921407075469)	(21.0, 0.004935517411942886)	(22.0, 0.00533248160808625)	(23.0, 0.005493814650369114)	(24.0, 0.005527779501376033)	(25.0, 0.005661516102215776)	(26.0, 0.005723077394665816)	(27.0, 0.005710340575538222)	(28.0, 0.005769779064800329)	(29.0, 0.005960831351714247)	(30.0, 0.00640874282436799)	(31.0, 0.008994317107269683)	(32.0, 0.011323032204431552)	(33.0, 0.015693883968384413)	(34.0, 0.023242572104672114)	(35.0, 0.03294590547671123)	(36.0, 0.0394714024764155)	(37.0, 0.05211694106692895)	(38.0, 0.08255157037231613)	(39.0, 0.1267143678940623)	(40.0, 0.15308807470093472)	(41.0, 0.19294158175117804)	(42.0, 0.29730707768268777)	(43.0, 0.445446898152552)	(44.0, 0.5290747297411499)	(45.0, 0.647592954526605)	(46.0, 0.9159853299864653)	(47.0, 1.241689145914125)	(48.0, 1.4175188111673798)	(49.0, 1.6187329569419304)	(50.0, 2.0185947794368215)	(51.0, 2.4402323170335234)	(52.0, 2.663222177909885)	(53.0, 2.932960410590894)	(54.0, 3.43999619763493)	(55.0, 3.9292768588150984)	(56.0, 4.181259965632242)	(57.0, 4.41311252981822)	(58.0, 4.833584648464748)	(59.0, 5.0690948025435345)	(60.0, 5.115985402161773)	(61.0, 5.092957233179082)	(62.0, 4.985275918668022)	(63.0, 4.739629379366858)	(64.0, 4.578635985594063)	(65.0, 4.359938432763701)	(66.0, 3.8790661950109326)	(67.0, 3.3700540781989323)	(68.0, 3.123216646309338)	(69.0, 2.8582568436043645)	(70.0, 2.356156573972272)	(71.0, 1.9211199026533405)	(72.0, 1.7232236982615283)	(73.0, 1.5385398209114074)	(74.0, 1.2077242949072062)	(75.0, 0.9344133844609066)	(76.0, 0.8072341226686871)	(77.0, 0.7097061758055078)	(78.0, 0.5377867140244245)	(79.0, 0.40459355080079246)	(80.0, 0.34579190249506436)	(81.0, 0.30015587956089307)	(82.0, 0.21811165915049277)	(83.0, 0.15389473991234903)	(84.0, 0.12608601815043427)	(85.0, 0.10553728329124841)	(86.0, 0.06982748806384917)	(87.0, 0.04434748139909628)	(88.0, 0.03402853510255676)	(89.0, 0.02748605567734903)	(90.0, 0.016360444169395194)	(91.0, 0.008864826112805804)	(92.0, 0.005952340138962518)	(93.0, 0.00447486912016155)	(94.0, 0.002194978496322127)	(95.0, 0.0010146999238316988)	(96.0, 0.0006368409563797273)	(97.0, 0.0005646656479900248)	(98.0, 0.0006028761053728085)	(99.0, 0.004383588583080456)	(100.0, 0.008053915295015618)
results | qc | raw | SRR066647	(0.0, 0.36271909980034595)	(1.0, 0.1854298852958096)	(2.0, 0.005542450515542264)	(3.0, 0.0022207548603705098)	(4.0, 0.0014972794809296924)	(5.0, 0.001300158652908136)	(6.0, 0.0009646338392544237)	(7.0, 0.0007528338006355176)	(8.0, 0.000679437747648768)	(9.0, 0.0006228179353447039)	(10.0, 0.0006123327849180255)	(11.0, 0.0008073565828542458)	(12.0, 0.0009562457189130809)	(13.0, 0.001180627938044001)	(14.0, 0.0016902062487805772)	(15.0, 0.002285762793015917)	(16.0, 0.0025961232456456007)	(17.0, 0.0032294263314169834)	(18.0, 0.0041500225388793575)	(19.0, 0.004777034534394733)	(20.0, 0.005116753408219116)	(21.0, 0.005454375251958164)	(22.0, 0.005737474313478485)	(23.0, 0.005787803035526542)	(24.0, 0.005892654539793327)	(25.0, 0.005783608975355871)	(26.0, 0.005626331718955693)	(27.0, 0.0056745634109184135)	(28.0, 0.005771026794843856)	(29.0, 0.00587168423893997)	(30.0, 0.006133812999606933)	(31.0, 0.007077476538007999)	(32.0, 0.007859668759838217)	(33.0, 0.009782645348091057)	(34.0, 0.013857174803898328)	(35.0, 0.021014338485149085)	(36.0, 0.026019949298845407)	(37.0, 0.03516719453107975)	(38.0, 0.05775011152005994)	(39.0, 0.09269502086209411)	(40.0, 0.11420425844738241)	(41.0, 0.148320840905709)	(42.0, 0.23366157725853076)	(43.0, 0.35117075512040224)	(44.0, 0.4174557790877785)	(45.0, 0.514581824520187)	(46.0, 0.7406479588096317)	(47.0, 1.0302624928050899)	(48.0, 1.1909369379435113)	(49.0, 1.3712542638912726)	(50.0, 1.7223474288985172)	(51.0, 2.0971642952611647)	(52.0, 2.301205322564329)	(53.0, 2.5482019141355092)	(54.0, 3.0136650029668783)	(55.0, 3.4767605448319028)	(56.0, 3.7213895894367397)	(57.0, 3.9606963716849934)	(58.0, 4.427369446875602)	(59.0, 4.751853397130022)	(60.0, 4.848971054442088)	(61.0, 4.906060601485267)	(62.0, 4.9600717083631745)	(63.0, 4.872571031022456)	(64.0, 4.788148793847012)	(65.0, 4.626165801935341)	(66.0, 4.238152325245675)	(67.0, 3.7809725052513827)	(68.0, 3.5498231700350846)	(69.0, 3.28022269117407)	(70.0, 2.7684991186601957)	(71.0, 2.3121224611885864)	(72.0, 2.0978688973698376)	(73.0, 1.890554406103465)	(74.0, 1.5158465853052547)	(75.0, 1.1981360422264689)	(76.0, 1.0478188286795203)	(77.0, 0.9297560348751202)	(78.0, 0.7167082633554394)	(79.0, 0.5502585973620032)	(80.0, 0.4787939090838478)	(81.0, 0.4163464501726359)	(82.0, 0.30607412313525795)	(83.0, 0.21974149155207234)	(84.0, 0.18123372809505284)	(85.0, 0.1520283900965825)	(86.0, 0.09933002405209626)	(87.0, 0.06078241702345536)	(88.0, 0.04572783804083035)	(89.0, 0.03615070164110219)	(90.0, 0.020519439385009858)	(91.0, 0.010852130691612265)	(92.0, 0.007238947854578849)	(93.0, 0.0053432326574353725)	(94.0, 0.0025982202757309364)	(95.0, 0.00137145767580955)	(96.0, 0.0009939922604491234)	(97.0, 0.0009268872977183809)	(98.0, 0.0012330536901773938)	(99.0, 0.00811760346033451)	(100.0, 0.014628881875301867)
results | qc | raw | SRR066648	(0.0, 0.010852308095449747)	(1.0, 0.005820425004871095)	(2.0, 0.0005371941791117267)	(3.0, 0.00024149096125206064)	(4.0, 0.00019713547857311072)	(5.0, 0.0001724935437514719)	(6.0, 0.000170029350269308)	(7.0, 0.00016263676982281635)	(8.0, 0.00013306644803684974)	(9.0, 0.00012813806107252198)	(10.0, 0.00013306644803684974)	(11.0, 0.0001084245132152109)	(12.0, 7.392580446491652e-05)	(13.0, 0.0001084245132152109)	(14.0, 0.00012320967410819422)	(15.0, 0.00012074548062603032)	(16.0, 0.00013799483500117753)	(17.0, 0.0001552441893763247)	(18.0, 0.00014785160892983305)	(19.0, 0.0001108887066973748)	(20.0, 9.856773928655536e-05)	(21.0, 0.00014538741544766918)	(22.0, 0.0001897428981266191)	(23.0, 0.0001848145111622913)	(24.0, 0.00018235031768012744)	(25.0, 0.0002193132199125857)	(26.0, 0.0002957032178596661)	(27.0, 0.00039427095714622144)	(28.0, 0.00045341160071815466)	(29.0, 0.0005593719204512017)	(30.0, 0.0009043590079541455)	(31.0, 0.001914678335641338)	(32.0, 0.0026859708955586335)	(33.0, 0.004267983111107847)	(34.0, 0.007375331092116506)	(35.0, 0.012449105471891942)	(36.0, 0.015997544086207936)	(37.0, 0.021753900060542772)	(38.0, 0.03783522672514428)	(39.0, 0.06275315121678547)	(40.0, 0.07734610501816)	(41.0, 0.10126356695604266)	(42.0, 0.1618556204889704)	(43.0, 0.24707235948916184)	(44.0, 0.2956145068943082)	(45.0, 0.37703885212544946)	(46.0, 0.5494732552333493)	(47.0, 0.7692398867466532)	(48.0, 0.8979964603831982)	(49.0, 1.0426175116579146)	(50.0, 1.3391807330428558)	(51.0, 1.6641216065683966)	(52.0, 1.8371203099837121)	(53.0, 2.057475883739253)	(54.0, 2.492738699461271)	(55.0, 2.9381392071689105)	(56.0, 3.168632472910074)	(57.0, 3.4144407011428854)	(58.0, 3.9009439561330193)	(59.0, 4.286720838346222)	(60.0, 4.431802693802102)	(61.0, 4.522302663628054)	(62.0, 4.675245296292037)	(63.0, 4.715586607788542)	(64.0, 4.693485256447014)	(65.0, 4.602270670511236)	(66.0, 4.371792189930965)	(67.0, 4.043031816508071)	(68.0, 3.853535337729668)	(69.0, 3.6477924313233587)	(70.0, 3.230597082212567)	(71.0, 2.816430226891354)	(72.0, 2.613715814274624)	(73.0, 2.419603901104129)	(74.0, 2.0488191720364113)	(75.0, 1.7151575177774925)	(76.0, 1.5581686794157958)	(77.0, 1.419358196372022)	(78.0, 1.1656670131897682)	(79.0, 0.9573293110467405)	(80.0, 0.8638723090421929)	(81.0, 0.7803583277381767)	(82.0, 0.6268834292820457)	(83.0, 0.49851866240916454)	(84.0, 0.4401148126883984)	(85.0, 0.38828296698456327)	(86.0, 0.2910434279848942)	(87.0, 0.2090252121245515)	(88.0, 0.17241468956004263)	(89.0, 0.14387932903658487)	(90.0, 0.09482955777411275)	(91.0, 0.05948070227247184)	(92.0, 0.04464625750984525)	(93.0, 0.034311430045649925)	(94.0, 0.018207925639708942)	(95.0, 0.009068232014363093)	(96.0, 0.005697215330762901)	(97.0, 0.004060990858606081)	(98.0, 0.001702757696175244)	(99.0, 0.0011877412584029921)	(100.0, 0.0013947335109047584)
results | qc | trimmed | SRR066643	(0.0, 0.0)	(1.0, 2.235297870317719e-06)	(2.0, 6.705893610953156e-06)	(3.0, 8.941191481270875e-06)	(4.0, 6.705893610953156e-06)	(5.0, 2.235297870317719e-06)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 2.235297870317719e-06)	(10.0, 4.470595740635438e-06)	(11.0, 4.470595740635438e-06)	(12.0, 2.235297870317719e-06)	(13.0, 4.470595740635438e-06)	(14.0, 1.5647085092224033e-05)	(15.0, 2.235297870317719e-05)	(16.0, 2.4588276573494906e-05)	(17.0, 4.023536166571894e-05)	(18.0, 6.482363823921384e-05)	(19.0, 8.717661694239103e-05)	(20.0, 0.00013635317008938084)	(21.0, 0.0002525886593459022)	(22.0, 0.00038894182943528306)	(23.0, 0.0005543538718387942)	(24.0, 0.0008360014034988268)	(25.0, 0.0013791787859860326)	(26.0, 0.0022934156149459796)	(27.0, 0.0038603594220387003)	(28.0, 0.006354951845313274)	(29.0, 0.0095246042254238)	(30.0, 0.013255316370984073)	(31.0, 0.02098944700228338)	(32.0, 0.03177028863082574)	(33.0, 0.04454278066182118)	(34.0, 0.059458923350451325)	(35.0, 0.08107425375642366)	(36.0, 0.10939100717760854)	(37.0, 0.1388812919807102)	(38.0, 0.1791658301995761)	(39.0, 0.23822239993337024)	(40.0, 0.30543557159595375)	(41.0, 0.38388335035475407)	(42.0, 0.48819576077100074)	(43.0, 0.6137323244659141)	(44.0, 0.7591853921853584)	(45.0, 0.9384808696614129)	(46.0, 1.1458338060056954)	(47.0, 1.3565978069000828)	(48.0, 1.553245901743414)	(49.0, 1.7667950837842172)	(50.0, 2.0219252768086706)	(51.0, 2.27843688391698)	(52.0, 2.507592915688342)	(53.0, 2.744384724984709)	(54.0, 2.9810133575365425)	(55.0, 3.2020686698258727)	(56.0, 3.4417306015877274)	(57.0, 3.6879732502797977)	(58.0, 3.8903280605860497)	(59.0, 4.040131017961132)	(60.0, 4.174568537775651)	(61.0, 4.24850548543215)	(62.0, 4.258729737890984)	(63.0, 4.236770171612982)	(64.0, 4.167120525271752)	(65.0, 4.047632677613919)	(66.0, 3.876873802704608)	(67.0, 3.6968943240802363)	(68.0, 3.4779044270230792)	(69.0, 3.203725025547778)	(70.0, 2.909419002048136)	(71.0, 2.6060153162163013)	(72.0, 2.3060428126154044)	(73.0, 2.002040066954324)	(74.0, 1.7177660602966685)	(75.0, 1.4883283809936467)	(76.0, 1.2723449595720673)	(77.0, 1.0538937693016575)	(78.0, 0.8732995837629484)	(79.0, 0.7233625085156467)	(80.0, 0.589318401126304)	(81.0, 0.4833608114775035)	(82.0, 0.39089547977394073)	(83.0, 0.2964899095189422)	(84.0, 0.22854579545276482)	(85.0, 0.17453876360801843)	(86.0, 0.12485256254659619)	(87.0, 0.09410604034037595)	(88.0, 0.07214423876450438)	(89.0, 0.049160906061897595)	(90.0, 0.03353393865050642)	(91.0, 0.02568133723208027)	(92.0, 0.017665559069120932)	(93.0, 0.010423193969291523)	(94.0, 0.007700601163244542)	(95.0, 0.005138949803860435)	(96.0, 0.00240070991272123)	(97.0, 0.0015267084454270018)	(98.0, 0.0010662370841415518)	(99.0, 0.0004180007017494134)	(100.0, 0.0001922356168473238)
results | qc | trimmed | SRR066644	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 8.340537124752458e-06)	(16.0, 2.0851342811881147e-05)	(17.0, 3.336214849900983e-05)	(18.0, 4.1702685623762295e-05)	(19.0, 4.587295418613852e-05)	(20.0, 5.8383759873267214e-05)	(21.0, 9.800131121584139e-05)	(22.0, 0.0001855769510257422)	(23.0, 0.0003190255450217815)	(24.0, 0.0005358795102653454)	(25.0, 0.0008236280410693052)	(26.0, 0.0012656765086811856)	(27.0, 0.0019892181042534614)	(28.0, 0.0031881703159366273)	(29.0, 0.004845852069481178)	(30.0, 0.007145755181631668)	(31.0, 0.011243044044166314)	(32.0, 0.01703137680874452)	(33.0, 0.023837255102542525)	(34.0, 0.0333141904105425)	(35.0, 0.048587799020245445)	(36.0, 0.06944748236925134)	(37.0, 0.09359959274825327)	(38.0, 0.1290155985142334)	(39.0, 0.17833944993573825)	(40.0, 0.23476318358468862)	(41.0, 0.3057807720676746)	(42.0, 0.39931989592177347)	(43.0, 0.5110643271849257)	(44.0, 0.6376382334558878)	(45.0, 0.7936479803743824)	(46.0, 0.9893503434695743)	(47.0, 1.2034143990449084)	(48.0, 1.414744843577605)	(49.0, 1.6499208837499688)	(50.0, 1.9277337497040674)	(51.0, 2.212554751977239)	(52.0, 2.477404338105191)	(53.0, 2.7496102779771747)	(54.0, 3.0229046579439385)	(55.0, 3.282141062586932)	(56.0, 3.564015770120785)	(57.0, 3.8517455347162137)	(58.0, 4.080001014209314)	(59.0, 4.240620993023516)	(60.0, 4.384499428694058)	(61.0, 4.460617255628831)	(62.0, 4.4555712306683555)	(63.0, 4.417434124665425)	(64.0, 4.33144944231207)	(65.0, 4.192737969390312)	(66.0, 3.9915329369270647)	(67.0, 3.7819435795191607)	(68.0, 3.5357809668192166)	(69.0, 3.2355237154624095)	(70.0, 2.9234354121941406)	(71.0, 2.609599766398236)	(72.0, 2.2981453439514485)	(73.0, 1.9776185022472117)	(74.0, 1.6800677551873866)	(75.0, 1.4418432486959258)	(76.0, 1.2283025618251697)	(77.0, 1.0117780477980336)	(78.0, 0.8316599783204419)	(79.0, 0.6820495085109134)	(80.0, 0.5472434920978206)	(81.0, 0.4451031893338208)	(82.0, 0.3571730766961181)	(83.0, 0.2674184715623757)	(84.0, 0.20589449946163918)	(85.0, 0.1559388523529343)	(86.0, 0.1082977042963483)	(87.0, 0.07977515246397608)	(88.0, 0.060854643996475125)	(89.0, 0.04145246951001972)	(90.0, 0.0280346304105742)	(91.0, 0.021758376224197976)	(92.0, 0.014631387251096998)	(93.0, 0.008059043996792062)	(94.0, 0.005984335387009889)	(95.0, 0.003840817345948507)	(96.0, 0.0015659358451722743)	(97.0, 0.0009529063665029684)	(98.0, 0.0006484767614495036)	(99.0, 0.00025021611374257373)	(100.0, 0.00013344859399603933)
